ID,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
2109,Data Analyst II,$35K-$67K (Glassdoor est.),"As part of a small, passionate and accomplished team of experts, you will participate in the development of space launch vehicles for various spaceflight systems. We are seeking a proactive, service-oriented individual with excellent oral, written, interpersonal, and analytics skills who can thrive in a fast paced environment. You will be responsible for creating and delivering insights across a variety stakeholders and business units using your analytics toolkit. This position will directly impact the history of space exploration and will require your dedicated commitment and detailed attention towards safe and repeatable spaceflight.Responsibilities:* Design and develop reporting and data solutions utilizing SQL, Tableau, Python, R and other tools* Design and develop automated processes to integrate disparate systems and files to generate business level reporting* Work with stakeholders and subject matter experts to generate reporting, application, and integration requirements* Develop and maintain documentation for the life-cycle of a BI solution.* Provide business analysis and technical expertise to internal and external stakeholders* Maintain day-to-day workflow and communicationQualifications:* Passion for Blue Origin's mission: Millions of people living and working in space!* Minimum of a Bachelor's degree* 6+ years' creating business reporting data-sets and data visualizations* Professional or educational experience using SQL to create and manage complex data-sets* Experience in data automation, business analytics and data analysis using Python, R or other programming languages.* Knowledge of ETL tools and processes* Knowledge of data warehousing concepts (Fact/Dimension/Star schema, etc.)* Proficiency in database interrogation of SQL and NOSQL databases* Strong analytic skill set and a high degree of proficiency in data mining* Excellent written communication and presentation skills* Analytical, organization, and problem solving skills* Attention to detail and high level of accuracy* Must be a U.S. citizen or national, U.S. permanent resident (current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum.Desired:* 2+ years of professional experience in an analytics or analytics support role* Self-starter, strong bias for action* Strong skills in Tableau, SQL and Python* Experience with Git, JIRA, and Confluence* Experience presenting information to executive stakeholdersBlue Origin offers a phenomenal work environment and awesome culture with competitive compensation, benefits, 401K, and relocation.Blue Origin is an equal opportunity employer. In addition to EEO being the law, it is a policy that is fully consistent with Blue's principles. All qualified applicants will receive consideration for employment without regard to status as a protected veteran or a qualified individual with a disability, or other protected status such as race, religion, color, national origin, sex, sexual orientation, gender identity, genetic information, pregnancy or age. Blue Origin prohibits any form of workplace harassment.",2.9,"Blue Origin
2.9","Kent, WA","Kent, WA",1001 to 5000 employees,2000,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,-1
2113,"Data Analyst II, QA",$35K-$67K (Glassdoor est.),"We are looking for someone that is highly motivated and knows how to get things done quickly and efficiently. We are seeking a talent who will share our obsession for data accuracy; someone with an insatiable appetite for learning new things and accomplishing challenging goals in a fast-paced (and not always structured) environment.Responsibilities:* Understand, inside and out, all data streams collected, calculated, and attributed by iSpot.* Design and implement testing plans for products.* Identify procedures and scenarios for the quality control of products and services.* Process product reviews and inform the development team of defects and errors.* Communicate quantitative and qualitative findings from test results to the development team.* Monitor efforts to resolve product issues and track progress.* Ensure that the final product satisfies the product requirements and meet end-user expectations.* Spot areas for improvement to enhance the product's efficiency.Qualifications Required:* 2-5 years' experience in data analysis and quality testing required.* Advanced level of Excel.* Advanced level of Tableau, Qlik, and/or other BI tools.* Advanced SQL knowledge.* Experience using automation tools such as Selenium and Ghost Inspector. Experience building tests for these tools preferred.* Experience reading Python or Java. Experience building testing/data analysis tools using one of those languages preferred.* Experience owning and managing testing projects, reporting status updates to stakeholders, documenting impact analyses, and keeping detailed meeting notes and up-to-date test plans.* Experience mentoring and training junior analysts.* Strong analytical and problem-solving skills.* Excellent verbal and written communication skills.* Creative and innovative thinker.* Diligent and meticulous, with excellent attention to detail.",4.2,"iSpot.tv, Inc.
4.2","Bellevue, WA","Bellevue, WA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
2119,Data Analyst,$35K-$67K (Glassdoor est.),"Data Analyst - Renton, WA 12 Months Contract with Benefits Summary The Data Analyst will be proficient in identifying and interpreting trends and patterns in complex and large data sets. The analyst will need to convey these findings to both technical and non-technical stakeholders in written, report, and verbal forms. The capability to apply advanced analysis using statistical techniques, out-of-the-box machine learning procedures, and other domain-specific methodologies is desirable. Data Analyst Requirements Bachelor's degree from an accredited university or college in computer science or equivalent work experience. Work experience as a data analyst or in related field. Ability to work with stakeholders to assess potential risks. Ability to analyze existing tools and databases and provide software solution recommendations. Ability to translate business requirements into non-technical, lay terms. High-level experience in methodologies and processes for managing large scale databases. Demonstrated experience in handling large data sets and relational databases. Understanding of addressing and metadata standards. High-level written and verbal communication skills. Technical Skills SQL ETL Microsoft Reporting Tools (Power BI) ERP - Oracle Workday Lawson Responsibilities Develop and execute SQL queries, extract data in support of analyses, and performs reporting tasks from information systems. Demonstrate skill developing qualitative and quantitative measurement, summarizing results of data file and the follow-up tasks on the data structure to solve related problems and inconsistencies such as missing data or incorrect data values. Demonstrate positive interpersonal skills by effectively collaborating with other team members to identify and resolve problems. Develop and maintain dashboards with most up to date data extracts. Integrate datasets retrieved from multiple data sources and identify opportunities for automation in data extraction. Assist internal customers with data input, reporting, graphing and analysis. Support the design, creation, and deployment of data solutions. Extended Job Details Managing master data, including creation, updates, and deletion. Managing users and user roles. Provide quality assurance of imported data, working with quality assurance analyst if necessary. Commissioning and decommissioning of data sets. Processing confidential data and information according to guidelines. Helping develop reports and analysis. Managing and designing the reporting environment, including data sources, security, and metadata. Supporting the data warehouse in identifying and revising reporting requirements. Supporting initiatives for data integrity and normalization. Generating reports from single or multiple systems. Troubleshooting the reporting database environment and reports. Evaluating changes and updates to source production systems. Providing technical expertise on data storage structures, data mining, and data cleansing. If you are interested in this role, then please feel free to reach out directly to vidhi.kundaliakellyit.com or 720-201-3798 Why Kelly Registered ? By partnering with KellyRegistered IT, you'll have direct connections to top companies around the globe-giving you the chance to put your tech skills to work on some of today's most intriguing, innovative, and high-visibility projects. In a world where change is the only constant, our unparalleled connections and IT market expertise help you take your skills exactly where you want to go. We're here to help you gain experience, keep learning, and move your career forward. About Kelly Registered At Kelly, we're always thinking about what's next and advising job seekers on new ways of working to reach their full potential. In fact, we're a leading advocate for temporarynontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world. Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.",3.4,"Kelly IT
3.4","Renton, WA",-1,501 to 1000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
2125,Data Analyst,$55K-$101K (Glassdoor est.),"Required Skills:

Java, SQL
Experience with developing
and productionizing data processing pipeline using tools like Apache Beam, Spark and/or Flink
Data visualization and dashboard creation
Experience with statistical modeling approaches.
Experience implementing software to make data accessible through simple Web and APIs.
Preferred skills:

Experience with query development and data management tools like PLX.
Experience with creating effective data visualizations using tools like Google Data Studio and Tableau
Experience using Flume Java
Tech


The job role would require knowledge/ability to learn the following technologies:
Frontend: Angular Dart
Backend : Java
Tools : Plx, Google Data Studio
Call Delivery
Audio Quality
System Latency
Resource Utilization efficiency
Correlate system performance Vs Performance Trend Analysis.",3.7,"eTeam Inc.
3.7","Kirkland, WA","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1
2150,Student Data Analyst,$32K-$56K (Glassdoor est.),"Posting Number G/R02218P
Working Title Student Data Analyst
Department Auxiliary Parking Admin
About the University of Georgia

The University of Georgia (UGA), a land-grant and sea-grant university with statewide commitments and responsibilities is the state’s oldest, most comprehensive, and most diversified institution of higher education (http://www.uga.edu/). UGA is currently ranked among the top 20 public universities in U.S. News & World Report. The University’s main campus is located in Athens, approximately 65 miles northeast of Atlanta, with extended campuses in Atlanta, Griffin, Gwinnett, and Tifton. UGA was founded in 1785 by the Georgia General Assembly as the first state-chartered University in the country. UGA employs approximately 1,800 full-time instructional faculty and more than 7,600 full-time staff. The University’s enrollment exceeds 36,000 students including over 27,500 undergraduates and over 8,500 graduate and professional students. Academic programs reside in 17 schools and colleges, as well as a medical partnership with Augusta University housed on the UGA Health Sciences Campus in Athens.
About the College/Unit/Department
College/Unit/Department website
Employment Type Employee
Additional Schedule Information
Advertised Salary
Anticipated Start Date 09/30/2019
Posting Date 09/19/2019
Closing Date
Open Until Filled Yes
Special Instructions to Applicants

Please upload a copy of your current class schedule from Athena as part of your Supporting Applicant Documents.
Location of Vacancy Athens Area
EOO Statement

The University of Georgia is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, ethnicity, age, genetic information, disability, gender identity, sexual orientation or protected veteran status.

Duties/Responsibilities

Please approximate the percentage of time spent on each task (out of 100%) during a typical work week. List these tasks in order of importance, with the most critical task coming first. Do not list more than 6 entries – do not go below 5% time per assigned duty.

Duties/Responsibilities

Perform a variety of repetitive reporting tasks daily to include:
APC report from buses using the Syncromatics Track Application
Recording data from the Syncromatics Track application into the Daily NTD Log
Review ARMOR system videos and log descriptions
Verify and record parking vehicle fuel receipts.
Percentage of time 20

Duties/Responsibilities

Bi-Weekly and Monthly task include:
Tracking Transit Student Worker Hours Log
Writing and distributing the UGA PD Safety Report
Updating and summarizing the monthly NTD Logs
Percentage of time 15

Duties/Responsibilities

Updating lot drawing, APC verification using REI video records, fuel reporting, task instructions, and special event bus maps as advised
Percentage of time 15

Duties/Responsibilities

Respond to requests for special studies. Collect data from existing systems or initiate date collection by other means to include direct observations and recording. Prepare written analyses and written summaries for events requiring management action.
Percentage of time 40

Duties/Responsibilities

Assist the Parking Services department during peak service demand period by providing customer support for service inquiries.
Percentage of time 10

Position Details

Classification Title Student Assistant
FLSA Non-Exempt
UGA Job Code
Job Family
FTE 0.47
Minimum Qualifications
Position Summary

Perform data collection and analysis tasks for the Transportation and Parking Services department to measure and report on business process effectiveness and customer satisfaction. Apply standard business and quality assurance practices under professional guidance and supervision in a small business environment with advanced electronic equipment, automated data collection and serving thousands of customers. Perform daily data collection, analysis and reporting tasks, prepare the monthly statistical report for the department and perform specialized statistical studies as assigned. Strictly adhere to data security and privacy protection rules and guidelines.
Relevant/Preferred Education, Experience, Licensure, Certification in Position

All majors welcomed, but preferred majors in Business, Statistics, Mathematics, Engineering
Knowledge, Skills, Abilities and/or Competencies
Physical Demands

Sitting for long periods of time.
Is this a Position of Trust?
Does this position have operation, access, or control of financial resources? No
Does this position require a P-Card? No
Is having a P-Card an essential function of this position? No
Is driving a requirement of this position? No
Does this position have direct interaction or care of children under the age of 18 or direct patient care? No
Does this position have Security Access (e.g., public safety, IT security, personnel records, patient records, or access to chemicals and medications) No",4.2,"University of Georgia
4.2","Athens, GA","Athens, GA",10000+ employees,1785,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1
2154,Data Quality Analyst,$36K-$67K (Glassdoor est.),"Focal Systems is a fast-growing Computer Vision AI startup in Silicon Valley. We have doubled in size every year since we were founded 3 years ago.

We are looking for someone to:

â¢ Manage a team of data annotators

â¢ Build tools to ensure high data quality

Requirements:

â¢ Must have studied engineering (BS or MS)

â¢ Must be willing to work 40-60 hours a week

â¢ Must have 3+ years experience in management

â¢ Must be able to present to the Executive Team

Benefits:

We care deeply about the health, happiness, and wellbeing of all of our employees.
Health Insurance
Catered Lunches
Paid Sick Leave
Dental Insurance
Vision Insurance
Quarterly Team Retreat
Powered by JazzHR",3.8,"Focal Systems
3.8","Burlingame, KS","Burlingame, CA",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1
2155,SAP DATA ANALYST,$36K-$67K (Glassdoor est.),"Travel requirement up to 60 in U.S. and Canada. Summary Our client is seeking multiple SAP Data Analysts for a large global IT SAP implementation project. The SAP Data Analyst role oversees data conversion activities for one or more SAP deployment projects at a time. They possess SAP and data conversion subject matter expertise along with efficient communication skills. Requirements 5+ years of experience working within SAP data. Recent and efficient experience creating and building Bill of Materials (BOM) in SAP PP and MM modules to support Supply Chain and Operations teams. Experienced in completing full data chain, collectingcleansing data, and constructing data from multiple ERP sources for uploading into SAP. Effective communication skills, as they will be working directly with business units.",3.4,"Advent Global Solutions, Inc.
3.4","Topeka, KS","Houston, TX",501 to 1000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
2157,"Data Analyst - Denver, CO",$57K-$67K (Glassdoor est.),"­­As a member of the company’s information technology team, the Data Analyst is responsible for organizing, analyzing and presenting information to be consumed by the business. The position will participate in requirement specifications with the business and will contribute to the overall design and implementation of the evolving data analytic solutions including dashboards, reports and other systems.

Duties:
Deliver innovative solutions that provide value to both internal and external end users
Develop and maintain productive working relationships with internal clients and other team members
Participate and lead in data governance discussions and activities
Report status to stakeholders, sponsors and leadership across the organization
Facilitate change management in areas affected by analytics/development activities. Prioritize and track all issues to resolution, escalating issues as needed
Comply with Software Development Lifecycle (SDLC) methodology and compliance obligations
Train on and support the use of various applications/software, reporting and dashboard systems
Participate in quality assurance and quality control practices, standards, methodologies and metrics associated with assignments
Ability to quickly understand and use proposed third-party vendor tools
Promote and demonstrate the behaviors consistent with CoreSite’s culture and 8 Guiding Principles
Other projects and duties as assigned
Requirements

Knowledge, Skills & Abilities:
Excellent communication and inter-personal skills including: communicating at technical and business levels, and the ability to interact with people from all organizational levels
Self-starter and fast learner
Ability to collect and analyze data to assist in decision making
Strong problem solving, analytical and decision making skills
Hands on experience with Einstein Analytics platform a plus
Hands on experience with machine learning and artificial intelligence approaches and tools a plus
Experience with multiple reporting and dashboard platforms a plus
Experience with Salesforce a plus
Experience with MS SQL Server a plus
Experience with Python and R a plus
Accomplished in using best practices for gathering and documenting complete and detailed requirements
Strong documentation skills
Ability to adapt to new software applications and products
Education/Experience:
Bachelor’s Degree in math/statistics, computer science or related studies
5+ years supporting a variety of business units related to data analytics and reporting
Physical Demands:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is occasionally required to stand; walk; sit; use hands to handle, or feel objects; reach with hands and arms; climb stairs; balance; stoop or kneel; talk and hear. The employee must occasionally lift and/or move up to 25 pounds.

Benefits

Not only does CoreSite have a fun, team-focused work environment, but we also offer great benefits!
Medical and Vision coverage through Cigna Heath Care
Telemedicine through MDLive
Dental Insurance through Delta Dental
Life Insurance and Short-Term & Long-term Disability Insurance fully paid by the company
Voluntary coverage benefits for Life and AD&D, Critical Illness, Accident Coverage, and Hospital Indemnity
Medical and Dependent Care Flexible Spending Account (FSA) Plans and Health Saving Account (HSA) Plans
401(k) retirement savings plan with a generous company contribution
Free parking or a company contribution toward a public transit pass
16 days of Personal Time Off (PTO)
10 paid Holidays
Wellness program with annual incentive
Applicant Privacy Notice: CoreSite is committed to protecting the privacy and security of personal information submitted by applicants. The California Consumer Privacy Act (CCPA) requires us to provide you information about our personal information handling practices. As a result, we’re providing this Privacy Notice that describes how we collect, use, share, and update personal information from individuals who wish to be considered for employment with CoreSite. To read the Applicant Privacy Notice, please go to https://www.coresite.com/applicant-privacy-notice.",3.8,"CoreSite
3.8","Denver, CO","Denver, CO",201 to 500 employees,2001,Company - Public,IT Services,Information Technology,$100 to $500 million (USD),"Equinix, Digital Realty, CyrusOne",-1
2165,Data Analyst,$57K-$67K (Glassdoor est.),"Job Description
LONG TERM ASSIGNMENT WITH OPPORTUNITY TO BE EXTENDED OR GO PERMANENT BASED ON PERFORMANCE

CORRECT LOCATION: CENTENNIAL, CO
6300 S. Syracuse Way, Ste 555
Centennial CO 80111

*DUE TO COVID-19 CANDIDATE WILL WORK FROM HOME UNTIL HUMANA OFFICES ARE RE-OPENED. CANDIDATE WILL BE REQUIRED TO BE ONSITE DAILY ONCE FACILITIES RE-OPEN.
Monday-Friday; 8am-5pm

Interview schedule: Initial 1 hour video interview. Selected candidates will then be scheduled for a panel interview.

The Data Analyst work assignments are varied and frequently require interpretation and independent determination of the appropriate courses of action. The Data Analyst will leverage operational and strategic decision making thru assorted reporting tasks, data interpretation, education, and consultation/collaboration with partners across the enterprise. The candidate should be able to build analysis and tools from multiple data sources that end users can easily learn and maintain.

Responsibilities:
• Data collection and manipulation from numerous sources (Oracle, SQL, Excel, etc.) with an understanding of database structure design
• Analyze data to solve a wide variety of business problems and creation of data visualizations that drive strategic vison
• Passion for contributing to a cross-functional team focused on continuously improving member experiences and clinical outcomes though data analysis and interpretation
• Ensure data quality, timeliness and accuracy
• Process thinking, independent problem solving and working collaboratively with the team

Required Qualifications
• Bachelor’s Degree or equivalent experience
• 3+ years of technical experience in data reconciliation
• Expert level MS Excel and highly efficient in SQL
• Proficiency in compiling, analyzing, and interpreting data trends
• The ability to communicate effectively across levels and functions
• Self-starter – comfortable working independently to accomplish components of a larger program
• Strong organizational and time management skills
• Demonstrated excellence in problem solving/critical thinking
Company Description
The staffing solutions division of GDKN is a leading provider of end-to-end solutions in the temporary staffing space. With companies across the globe laying critical emphasis on their human resources management, demand for temporary staffing is rapidly growing because it improves focus on core/critical activities and can be adapted to the seasonal nature of business, addresses business uncertainties and the demand for rapid growth. In short, temporary staffing creates a very nimble human capital platform which allows organizations to maximize their productivity and flexibility at all times.",3.2,"GDKN
3.2","Centennial, CO","Cooper City, FL",201 to 500 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1
2166,Data Analyst,$57K-$67K (Glassdoor est.),"My top tier client in Boulder is hiring a Data Analyst on a contract to hire basis ASAP to transfer data visualization into Domo!

Job Title: Data Analyst
Location: Boulder, Colorado
Duration: Contract to hire
Rate: DOE
Start Date: ASAP!!!

Job Description

As the newest member of our revenue operations team, you will be analyzing, modeling, and interpreting data to help us make strategic business decisions. You are a data analyst with a slant towards engineering - some might describe you as a data superhero, and that's what we want. You have in-depth experience with data visualization and a communication style that gives you the ability to deliver your message clearly and concisely to stakeholders. If you've been working in a SaaS, MarTech, or mobile app company and are ready to take on a new challenge, let's talk!

Responsibilities:
Utilizing Gainsight, Salesforce, Google Analytics, Hotjar to collect essential data related to the success of the business
Converting raw data and complex quantitative analysis into actionable business goals
Helping direct insights that will improve efficiencies and identifying opportunities for product optimization
Reviewing and analyzing user session videos to identify patterns and correlate with analytics
Championing our data-driven, user centered design process, championing a metrics driven culture and outcomes
Collaborating with Marketing, Product, Sales, Support, Systems, Data Science, and Engineering to coordinate solutions and bring ideas to life
Requirements:
Domo / RedShift
Salesforce
Quicksite
Nice to Have :
Google App scripts
Javascript
Gainsight & Google Analytics
If qualified and interested please email your most updated resume to Kaylyn at Kaylyn.Gerwig@Mondo.com",3.8,"Mondo
3.8","Boulder, CO","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1
2168,Data Support Analyst,$57K-$67K (Glassdoor est.),"Greenwood Village, Colorado
Skills : sql
Description :
Required Qualifications:
3-5+ years of data analyst experience
Hive, Kibana, and/or Splunk
Strong investigative skills and highly analytical mindset
Troubleshooting API calls
SQL
Bonus Skills:
Experience with connected devices such as Xbox, Roku, PlayStation, etc. (this doesn’t have to be professional, this could be in spare time)
Interest in cord-cutting technologies
Cable/telecom background
Responsibilities:
Work on a data platform team responsible for conducting client investigations through data in order to solve customer issues
Triage customer feedback from applications
Test and certify products for release to application stores
Work on customer issues and outages
Document product/testing changes
Work in a cross-functional environment with several internal stakeholderssql",4.1,"Collabera
4.1","Greenwood Village, Arapahoe, CO","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1
2174,Vendor Master Data Associate Analyst,$57K-$67K (Glassdoor est.),"Location(s): CO - Henderson

Do you want to start your career at a leading energy company with lots of room to grow? If you’re ready to work hard in an environment where you’ll be challenged, respected, and encouraged to develop your skills and talents, an entry-level job at Xcel Energy is your first step.

Position Summary
Responsible for the day to day updates and maintenance of the SAP Vendor Master. The position will focus on timely and accurate processing of change requests for vendor master and vendor hierarchies. Coordinate with data owners to collect data for vendor master. Ensure all key fields are accurately populated before releasing vendor data. Assist in overseeing data governance process for vendor master i.e. ensure Business users adhere to specified standard. Review data quality issues. Assist with ad-hoc data maintenance and analysis tasks. Focus on continuous improvement.

Essential Responsibilities
Transactional: Accurately process day to day standard vendor set up and changes using approved process and procedures. Demonstrates knowledge of linkages between Vendor Master, Purchasing, Receiving, and Supplier invoices to identify how to classify vendors for accurate set up. Ensure that documents meet corporate and regulatory standards (SOX, IRS, FERC).
Customer/System Support/Problem Resolution: Perform analysis and research on internal/external customer questions, software, system or transactional problems. Provide customer service support as a technical and informational resource in order to resolve questions/issues to improve corporate or business unit results. Assist with data governance to ensure Business users adhere to standards. Review and analyze Payment Failures, 1099 and B Notices in collaboration with Disbursement team to determine corrective action.
Analysis/Reporting: Identify opportunities to gather and interpret data (cost, productivity, trends, etc.) to drive continuous improvement opportunities. Analyze, prepare and present reports to ensure data accuracy and resolve identified issues. Support analysis and research of audit questions. Generate or develop reports from various data sources to track and graph data.
Other duties as assigned.
Minimum Requirements
High school diploma or equivalent and minimum 3 years' experience or equivalent combination of education and experience.
Excellent customer/communication and teamwork skills.
Results-oriented with ability to learn new tasks, tools, systems, and processes and develop skills quickly.
Experience in accounting or supply chain field preferred.
Intermediate-level skills and experience in Excel or statistical analysis or equivalent data analysis packages preferred.
As a leading combination electricity and natural gas energy company, Xcel Energy offers a comprehensive portfolio of energy-related products and services to 3.4 million electricity and 1.9 million natural gas customers across eight Western and Midwestern states. At Xcel Energy, we strive to be the preferred and trusted provider of the energy our customers need. If you’re ready to be a part of something big, we invite you to join our team.

Posting Notes: CO - Henderson || CO - Henderson || United States (US) || CFO Organization || 75280:Accounts Payable || Full-Time || Non-Bargaining ||

Requisition Number: 23953

Equal Opportunity Employer: Minority/Female/Disability/Veteran

Individuals with a disability who need an accommodation to apply please contact us at recruiting@xcelenergy.com",3.5,"Xcel Energy
3.5","Henderson, CO","Minneapolis, MN",10000+ employees,1909,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,-1
2175,Systems & Data Analyst,$57K-$67K (Glassdoor est.),"Systems & Data Analyst

Company:

Jeppesen Sanderson Inc

Job ID:

00000203185

Date Posted:

2020-06-30-07:00

Location:

USA - Englewood, CO

Job Description Summary:

Researches and performs basic analysis of processes, applications, systems and data to identify functional requirements for application or system design. Assists customers to clarify basic requirements. Interprets and translates routine requirements into functional specifications. Assists in the development and execution of moderately complex tests to validate system functionality against specifications.

Boeing is the world's largest aerospace company and leading manufacturer of commercial airplanes and defense, space and security systems. We are engineers and technicians. Skilled scientists and thinkers. Bold innovators and dreamers. Join us, and you can build something better for yourself, for our customers and for the world.

Relocation:

No relocation available

Export Control Requirement:

Safety Sensitive:

This is not a safety sensitive position

Contingent Upon Award Program

This position is not contingent upon program award

Job Description Qualifications:

Employer: Boeing Digital Solutions, Inc. (d/b/a Jeppesen) subsidiary of (BGS) Boeing Global Services

Job Title: Systems & Data Analyst

Job Location: 55 Inverness Drive East, Englewood, CO 80112

Duties:

Responsibilities include: Researching and performing basic analysis of processes, applications, systems and data to identify functional requirements for application or system design; assisting customers to clarify basic requirements; interpreting and translating routine requirements into functional specifications; and, assisting in the development and execution of moderately complex tests to validate system functionality against specifications.

Requirements:

Employer requires a Bachelor’s degree (or foreign equivalent) in Data Analytics Engineering, Technology, Computer Engineering, Computer Science, or related field and 2 years of work experience in job offered or 2 years of systems and data analysis experience.

In lieu of the above, employer will accept a Master’s degree (or foreign equivalent) in Data Analytics Engineering, Technology, Computer Engineering, Computer Science, or related field and 6 months of work experience in job offered or 6 months of systems and data analysis experience.

Position also requires experience with each of the following:

1. Data science and analytics;

2. Testing data requirements;

3. Data system architecture; and,

4. Translating business requirements into written functional specification.

Employer will accept full-time or part-time experience.

Drug Free Workplace:

Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.

At Boeing, diversity, equity, and inclusion are enduring company values. We strive to live these values every day not only because it’s the right thing to do, but because our success depends on it. The company’s commitment to diversity and inclusion means providing a work environment for all employees that is welcoming, respectful and equitable, with opportunities for personal and professional development.

Experience Level:

Individual Contributor - 2

Job Type:

Regular

Job Code:

BAMAI2 (B38)

Equal Employment Opportunity:

Stay safe from recruitment fraud! The only way to apply for a position at Boeing is via our Careers website.

Learn how to protect yourself from recruitment fraud - Recruitment Fraud Warning

Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.

Request an Accommodation - Requesting Interview Accommodations

Applicant Privacy - Applicant Privacy

EEO is the law Poster - EEO is the law

Boeing Policy on EEO - Boeing EEO Policy

Affirmative Action and Harassment - Boeing Affirmative Action and Harassment

Boeing Participates in E – Verify
English - E-Verify (English)
Spanish - E-Verify (Spanish)
Right to Work Statement
English - Right to Work (English)
Spanish - Right to Work (Spanish)",3.7,"Boeing
3.7","Englewood, CO","Chicago, IL",10000+ employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Lockheed Martin, Northrop Grumman, Airbus",-1
2180,Business Data Analyst,$57K-$67K (Glassdoor est.),"Full Time - Lakewood, Colorado

We are seeking an entry-level Business Data Analyst to work at our federal customer site in Lakewood, Colorado and to join our collaborative, innovative, customer-centric culture. If you have basic knowledge in technical fields including but not limited to finance, accounting, information technology, research and analysis, or other program support fields, then please read on!

Specific tasks include but are not limited to the following
Works in support of the general management and business operation of a particular program, department, or office.
Provides analysis and research for specific projects.
Supports managers and a variety of tasks and projects to meet deadlines.
Continuously exercises discretion and independent judgment on the analysis, planning, and/or implementation of important program initiatives.
Qualifications
Your Experience
Must be a U.S. Citizen
Associate’s Degree or equivalent experience. Equivalent experience includes:
4+ years’ experience supporting program analysis activities with no related degree; OR
2+ years’ experience supporting program analysis activities with related Associate’s Degree; OR
No experience with a related BA or BS degree.
Specializes in one or more of the following areas: tax; finance; accounting; budgeting; auditing; quality control; research; legal and regulatory compliance; administration, and other similar management and operational activities.
Superior customer service, interpersonal, and communication skills.
Ability to take the initiative and use independent judgment.
Preferred
Has a Public Trust Clearance
Why Consider This Opportunity
Great benefit package with benefits that start on date of hire.
401 (k) employer match, with 100% immediate vesting.
Work environment where you have a lot of independence.
Ability to work with a purpose and make an impact.
Work with a Manager and peers that are passionate about customers.
Work for an employer where core values are not just written on paper but lived.",4.8,"MIRACORP
4.8","Lakewood, CO","Gilbert, AZ",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1
