ID,address,price,info,city,state,,
215,"754 Whipple Ave, Redwood City, CA 94063
												","1,895,000","
Studio
-- ba
3,350 sqft
",Redwood City,CA,,
216,"603 Portsmouth Ln, Foster City, CA 94404
												","1,889,888","
3 bds
3 ba
1,800 sqft
",Foster City,CA,,
217,"1757 Beach Park Blvd, Foster City, CA
													94404","1,888,000","
4 bds
3 ba
2,250 sqft
",Foster City,CA,,
218,"2443 Sharon Oaks Dr, Menlo Park, CA
													94025","1,888,000","
3 bds
3 ba
2,150 sqft
",Menlo Park,CA,,
219,"326 Argonaut Ln, San Mateo, CA 94404
												","1,877,000","
3 bds
3 ba
2,277 sqft
",Foster City,CA,,
220,"Residence 9B Enhanced Plan, Estancia
												","1,871,880","
3 bds
4 ba
2,008 sqft
",Mountain View,CA,,
221,"Waverly Cove Plan 3 Lot 1 Plan, Waverly
													Cove","1,862,000","
3 bds
3 ba
2,277 sqft
",Foster City,CA,,
222,"156 Atlantis Ln, San Mateo, CA 94404
												","1,862,000","
3 bds
3 ba
2,277 sqft
",Foster City,CA,,
223,"Residence 9A Enhanced Plan, Estancia
												","1,861,880","
3 bds
4 ba
1,988 sqft
",Mountain View,CA,,
224,"2110 Del Monte Dr, Houston, TX 77019","1,860,000","3 bds3 ba2,220 sqft",Houston,TX,,
225,"162 Atlantis Ln, Foster City, CA 94404
												","1,856,000","
3 bds
4 ba
2,475 sqft
",Foster City,CA,,
226,"Waverly Cove Plan 1 Lot 4 Plan, Waverly
													Cove","1,852,000","
3 bds
4 ba
2,475 sqft
",Foster City,CA,,
227,"Thea Plan 3 Plan, Montecito","1,850,000","
4 bds
4 ba
1,893 sqft
",Mountain View,CA,,
228,"357 N Rengstorff Ave, Mountain View, CA
													94043","1,850,000","
4 bds
4 ba
1,893 sqft
",Mountain View,CA,,
229,"1543 E Palm Ave, El Segundo, CA 90245
												","1,849,000","
3 bds
3 ba
2,123 sqft
",El-Segundo,CA,,
230,"124 Oak Ct, Menlo Park, CA 94025
												","1,849,000","
2 bds
1 ba
845 sqft
",Menlo Park,CA,,
231,"315 22nd Ave, San Mateo, CA 94403
												","1,848,000","
3 bds
2 ba
1,650 sqft
",San Mateo,CA,,
232,"1205 E Acacia Ave, El Segundo, CA 90245
												","1,845,000","
4 bds
4 ba
2,326 sqft
",El-Segundo,CA,,
233,"506 Barkentine Ln, Redwood City, CA
													94065","1,838,000","
3 bds
3 ba
1,540 sqft
",Redwood City,CA,,
234,"1623 Page St, San Francisco, CA 94117","1,825,000","4 bds2.5 ba2,180 sqft",San Francisco,CA,,
235,"1044 5th St UNIT 101, Santa Monica, CA
													90403","1,825,000","
2 bds
3 ba
1,650 sqft
",Santa Monica,CA,,
236,"201 Ocean Ave UNIT 910B, Santa Monica,
													CA 90402","1,800,000","
2 bds
2 ba
1,216 sqft
",Santa Monica,CA,,
237,"494 Jamaica Ave, Brooklyn, NY 11208
												","1,800,000","
8 bds
4 ba
4,638 sqft
",Brooklyn,NY,,
238,"720 W Pine Ave, El Segundo, CA 90245
												","1,799,000","
3 bds
3 ba
2,035 sqft
",El-Segundo,CA,,
239,"649 Teal St, Foster City, CA 94404
												","1,798,888","
4 bds
3 ba
2,450 sqft
",Foster City,CA,,
240,"506 E 39th Ave, San Mateo, CA 94403
												","1,798,000","
4 bds
2 ba
1,779 sqft
",San Mateo,CA,,
241,"51 Foss Dr, Redwood City, CA 94062
												","1,798,000","
4 bds
3 ba
3,650 sqft
",Redwood City,CA,,
242,"443 Chenery St, San Francisco, CA 94131","1,795,000","3 bds2 ba1,646 sqft",San Francisco,CA,,
243,"948 Loma Vista St, El Segundo, CA 90245
												","1,795,000","
4 bds
3 ba
2,600 sqft
",El-Segundo,CA,,
244,"19661 Drake Dr, Cupertino, CA 95014
												","1,795,000","
4 bds
2 ba
1,498 sqft
",Cupertino,CA,,
245,"147 N Sparks St, Burbank, CA 91506
												","1,795,000","
4 bds
4 ba
3,396 sqft
",Burbank,CA,,
246,"Duet Plan 1 Plan, Elev8tion in Sunnyvale
												","1,795,000","
4 bds
3 ba
2,034 sqft
",Sunnyvale,CA,,
247,"685 High St APT 2C, Palo Alto, CA 94301
												","1,795,000","
2 bds
3 ba
1,468 sqft
",Palo Alto,CA,,
248,"1285 Chapel Dr, Santa Clara, CA 95050
												","1,790,000","
4 bds
3 ba
2,165 sqft
",Santa Clara,CA,,
249,"6519 Dade Ct, San Jose, CA 95123
												","1,789,000","
4 bds
4 ba
2,868 sqft
",San Jose,CA,,
250,"3204 171st St, Flushing, NY 11358","1,788,888","5 bds3 ba2,160 sqft",New York,NY,,
251,"800 E Charleston Rd APT 30, Palo Alto,
													CA 94303","1,788,000","
2 bds
3 ba
1,359 sqft
",Palo Alto,CA,,
252,"26 Rivers Dr, Great Neck, NY 11020
												","1,788,000","
5 bds
5 ba
3,041 sqft
",Lake Success,NY,,
253,"21020 NE Union Hill Rd, Redmond, WA
													98053","1,785,000","
3 bds
3 ba
3,420 sqft
",Redmond,WA,,
254,"4209 Marston Ln, Santa Clara, CA 95054
												","1,779,000","
4 bds
4 ba
2,083 sqft
",Santa Clara,CA,,
255,"Residence 8 Plan, Estancia","1,771,880","
3 bds
3 ba
1,998 sqft
",Mountain View,CA,,
256,"Condo Plan 7 Plan, Elev8tion in
													Sunnyvale","1,763,000","
4 bds
4 ba
2,333 sqft
",Sunnyvale,CA,,
257,"2345 Rupert Dr, San Jose, CA 95124
												","1,750,000","
4 bds
3 ba
2,306 sqft
",San Jose,CA,,
258,"3102 E Sierra Madre Way, Phoenix, AZ
													85016","1,750,000","
5 bds
4 ba
3,719 sqft
",Phoenix,AZ,,
259,"3851 Lakeshore Ave, Oakland, CA 94610
												","1,750,000","
4 bds
3 ba
3,097 sqft
",Oakland,CA,,
260,"1110 Leland Way, Burbank, CA 91504
												","1,750,000","
3 bds
2 ba
4,413 sqft
",Burbank,CA,,
261,"2362 Adele Ave, Mountain View, CA 94043
												","1,750,000","
3 bds
2 ba
1,412 sqft
",Mountain View,CA,,
262,"313 Marquetta Cir, Mountain View, CA
													94043","1,750,000","
3 bds
4 ba
1,604 sqft
",Mountain View,CA,,
263,"Jeter St, Redwood City, CA 94062
												","1,750,000","
3 bds
3 ba
1,580 sqft
",Redwood City,CA,,
264,"2553 Hampton Ave, Redwood City, CA 94061
												","1,750,000","
4 bds
2 ba
1,550 sqft
",Redwood City,CA,,
265,"12039 157th Ct NE, Redmond, WA 98052
												","1,750,000","
4 bds
4 ba
3,970 sqft
",Redmond,WA,,
266,"1010 Candlewood Ave, Sunnyvale, CA 94089
												","1,749,888","
4 bds
3 ba
2,072 sqft
",Sunnyvale,CA,,
267,"1355 Cherry Ave, San Jose, CA 95125
												","1,749,000","
5 bds
2 ba
2,093 sqft
",San Jose,CA,,
268,"10156 Camberley Ln, Cupertino, CA 95014
												","1,749,000","
4 bds
3 ba
1,936 sqft
",Cupertino,CA,,
269,"2500 Mardell Way, Mountain View, CA
													94043","1,749,000","
3 bds
2 ba
1,216 sqft
",Mountain View,CA,,
270,"12238 159th Ct NE, Redmond, WA","1,738,990","
5 bds
5 ba
3,761 sqft
",Redmond,WA,,
271,"37 Bremerton Cir, Redwood City, CA 94065
												","1,700,000","
4 bds
3 ba
-- sqft
",Redwood City,CA,,
272,"825 E San Jose Ave, Burbank, CA 91501
												","1,699,900","
3 bds
3 ba
2,886 sqft
",Burbank,CA,,
273,"1450 Franklin St #505, San Francisco, CA 94109","1,699,000","2 bds2 ba1,326 sqft",San Francisco,CA,,
274,"6174 Mulholland Hwy, Los Angeles, CA 90068","1,699,000","3 bds3 ba2,500 sqft",Los Angeles,CA,,
275,"760 Yucca St, El Segundo, CA 90245
												","1,699,000","
3 bds
2 ba
2,147 sqft
",El-Segundo,CA,,
276,"2101 Ashland Ave, Santa Monica, CA 90405
												","1,699,000","
2 bds
1 ba
1,282 sqft
",Santa Monica,CA,,
277,"3467 Michael Dr, Redwood City, CA 94063
												","1,699,000","
Studio
-- ba
2,798 sqft
",Redwood City,CA,,
278,"1644 Redwing Ave, Sunnyvale, CA 94087
												","1,698,888","
3 bds
2 ba
1,524 sqft
",Sunnyvale,CA,,
279,"2910 Sanor Pl #106, Santa Clara, CA
													95051","1,698,000","
4 bds
5 ba
2,259 sqft
",Santa Clara,CA,,
280,"350 Calypso Ln, San Mateo, CA 94404
												","1,698,000","
3 bds
4 ba
2,249 sqft
",Foster City,CA,,
281,"Waverly Cove Plan 2 Plan, Waverly Cove
												","1,698,000","
3 bds
4 ba
2,249 sqft
",Foster City,CA,,
282,"317 Serra San Bruno, Mountain View, CA
													94043","1,698,000","
3 bds
3 ba
1,715 sqft
",Mountain View,CA,,
283,"2250 Broadway APT 16A, New York, NY 10024","1,695,000","2 bds2 ba1,086 sqft",New York,NY,,
284,"2137 Avy Ave, Menlo Park, CA 94025
												","1,695,000","
3 bds
2 ba
1,676 sqft
",Menlo Park,CA,,
285,"212 Haight St, Menlo Park, CA 94025
												","1,695,000","
3 bds
2 ba
1,290 sqft
",Menlo Park,CA,,
286,"Residence 4 Plan, Estancia","1,691,880","
3 bds
4 ba
1,682 sqft
",Mountain View,CA,,
287,"Residence 5 Plan, Estancia","1,691,880","
3 bds
4 ba
1,705 sqft
",Mountain View,CA,,
288,"356 E Washington Ave, Sunnyvale, CA
													94086","1,689,000","
3 bds
2 ba
1,350 sqft
",Sunnyvale,CA,,
289,"13 Polo Field Ln, Great Neck, NY 11020
												","1,688,000","
5 bds
3 ba
3,146 sqft
",Lake Success,NY,,
290,"2881 Pruneridge Ave, Santa Clara, CA
													95051","1,680,900","
4 bds
3 ba
1,809 sqft
",Santa Clara,CA,,
291,"124 Idaho Ave UNIT 203, Santa Monica, CA
													90403","1,659,000","
2 bds
3 ba
1,874 sqft
",Santa Monica,CA,,
292,"1287 Windsor Way, Redwood City, CA 94061
												","1,650,000","
3 bds
2 ba
1,490 sqft
",Redwood City,CA,,
293,"615 Lomita St, El Segundo, CA 90245
												","1,649,000","
3 bds
2 ba
1,884 sqft
",El-Segundo,CA,,
294,"5920 E The Toledo, Long Beach, CA 90803
												","1,649,000","
4 bds
4 ba
2,875 sqft
",Long Beach,CA,,
295,"2204 Custer Pkwy, Richardson, TX
												","1,649,000","
4 bds
4 ba
4,055 sqft
",Richardson,TX,,
296,"19W075 Plainfield Rd, Downers Grove, IL
													60516","1,649,000","
5 bds
7 ba
5,571 sqft
",Downers Grove,IL,,
297,"Plan 4 Plan, Classics at North Fair Oaks
												","1,648,000","
4 bds
4 ba
2,040 sqft
",Sunnyvale,CA,,
298,"512 Sardinia Ter, Sunnyvale, CA
												","1,648,000","
4 bds
4 ba
2,040 sqft
",Sunnyvale,CA,,
299,"20 Ironsides St APT 16, Marina Del Rey, CA 90292","1,647,000","2 bds3 ba1,875 sqft",Los Angeles,CA,,
300,"Residence 2 Plan, Estancia","1,641,880","
3 bds
4 ba
1,621 sqft
",Mountain View,CA,,
301,"Residence C- Avery 1 Plan, Foster Square
												","1,622,880","
3 bds
3 ba
2,172 sqft
",Foster City,CA,,
302,"Marquetta Plan 2 Plan, Montecito
												","1,611,000","
3 bds
4 ba
1,604 sqft
",Mountain View,CA,,
303,"Plan 3 Alt Plan, Classics at North Fair
													Oaks","1,605,000","
3 bds
4 ba
1,992 sqft
",Sunnyvale,CA,,
304,"3 Plan, Classics at North Fair Oaks
												","1,605,000","
3 bds
4 ba
1,992 sqft
",Sunnyvale,CA,,
305,"515 Sardinia Ter, Sunnyvale, CA
												","1,605,000","
3 bds
4 ba
1,992 sqft
",Sunnyvale,CA,,
306,"3370 Eichers Pl #109, Santa Clara, CA
													95051","1,604,000","
3 bds
4 ba
1,841 sqft
",Santa Clara,CA,,
307,"127 33rd St, Brooklyn, NY 11232","1,600,000","6 bds4 ba1,920 sqft",New York,NY,,
308,"3132 Garden Ave, Los Angeles, CA 90039","1,600,000","4 bds4 ba2,164 sqft",Los Angeles,CA,,
309,"127 33rd St, Brooklyn, NY 11232
												","1,600,000","
6 bds
4 ba
1,920 sqft
",Brooklyn,NY,,
310,"2096 Dianne Dr, Santa Clara, CA 95050
												","1,599,000","
3 bds
3 ba
1,587 sqft
",Santa Clara,CA,,
311,"127 Greenmeadow Way, Palo Alto, CA 94306
												","1,599,000","
2 bds
2 ba
1,030 sqft
",Palo Alto,CA,,
312,"444 San Antonio Rd APT 12B, Palo Alto,
													CA 94306","1,599,000","
2 bds
3 ba
1,556 sqft
",Palo Alto,CA,,
313,"1731 Glen Una Ave, San Jose, CA 95125
												","1,598,000","
4 bds
3 ba
2,146 sqft
",San Jose,CA,,
314,"848 Penn St, El Segundo, CA 90245
												","1,598,000","
4 bds
3 ba
1,793 sqft
",El-Segundo,CA,,
315,"842 Penn St, El Segundo, CA 90245
												","1,598,000","
4 bds
3 ba
1,793 sqft
",El-Segundo,CA,,
316,"1512 S Ave, Brooklyn, NY 11229","1,598,000","
6 bds
3 ba
2,928 sqft
",Brooklyn,NY,,
317,"1512 Avenue S, Brooklyn, NY 11229
												","1,598,000","
6 bds
4 ba
2,928 sqft
",Brooklyn,NY,,
318,"17 Somerset Dr S, Great Neck, NY 11020
												","1,598,000","
5 bds
5 ba
3,137 sqft
",Lake Success,NY,,
319,"1802 California Ave, Santa Monica, CA
													90403","1,595,000","
3 bds
3 ba
1,671 sqft
",Santa Monica,CA,,
320,"1138 20th St APT 3, Santa Monica, CA
													90403","1,595,000","
2 bds
4 ba
1,647 sqft
",Santa Monica,CA,,
321,"3421 El Camino Real APT 28E, Atherton,
													CA 94027","1,595,000","
3 bds
4 ba
2,072 sqft
",Menlo Park,CA,,
322,"5097 Capistrano Ave, San Jose, CA 95129
												","1,588,000","
3 bds
2 ba
1,630 sqft
",San Jose,CA,,
323,"2679 Brady Ct, Santa Clara, CA 95051
												","1,588,000","
3 bds
3 ba
1,966 sqft
",Santa Clara,CA,,
324,"718 Telford Ave, Mountain View, CA 94043
												","1,588,000","
3 bds
2 ba
1,104 sqft
",Mountain View,CA,,
325,"747 Lomita St, El Segundo, CA 90245
												","1,585,000","
3 bds
2 ba
1,768 sqft
",El-Segundo,CA,,
326,"560 Borregas Ave, Sunnyvale, CA 94085
												","1,580,000","
3 bds
2 ba
1,402 sqft
",Sunnyvale,CA,,
327,"270 Ariana Pl, Mountain View, CA 94043
												","1,579,900","
4 bds
3 ba
1,734 sqft
",Mountain View,CA,,
328,"Loyola Plan, One Lawrence Station
												","1,578,995","
4 bds
4 ba
2,049 sqft
",Santa Clara,CA,,
329,"Plan 3 Plan, Sendero","1,578,000","
4 bds
5 ba
3,426 sqft
",San Diego,CA,,
330,"1770 Chevalier Dr, San Jose, CA 95124
												","1,575,000","
3 bds
2 ba
2,174 sqft
",San Jose,CA,,
331,"Plan 4 Plan, Prism","1,569,000","
3 bds
3 ba
1,714 sqft
",Sunnyvale,CA,,
332,"Plan 2C Plan, Prism","1,564,000","
3 bds
4 ba
1,700 sqft
",Sunnyvale,CA,,
333,"600 Mission St, Santa Clara, CA 95050
												","1,549,000","
3 bds
3 ba
1,607 sqft
",Santa Clara,CA,,
334,"223 N Catalina St, Burbank, CA 91505
												","1,545,000","
4 bds
3 ba
2,004 sqft
",Burbank,CA,,
335,"3019 3rd St UNIT 304, Santa Monica, CA
													90405","1,539,000","
2 bds
2 ba
1,371 sqft
",Santa Monica,CA,,
336,"2805 Toro Dr, San Mateo, CA 94403
												","1,538,000","
3 bds
3 ba
1,660 sqft
",San Mateo,CA,,
337,"Stanford Plan, One Lawrence Station
												","1,533,995","
4 bds
5 ba
2,005 sqft
",Santa Clara,CA,,
338,"Condo Plan 4 Plan, Elev8tion in
													Sunnyvale","1,528,000","
3 bds
4 ba
1,869 sqft
",Sunnyvale,CA,,
339,"1219 Hudson St, Redwood City, CA 94061
												","1,528,000","
3 bds
2 ba
1,139 sqft
",Redwood City,CA,,
340,"1130 Nimitz Ln, Foster City, CA 94404
												","1,525,000","
3 bds
2 ba
1,530 sqft
",Foster City,CA,,
341,"1330 Stanford St APT F, Santa Monica, CA
													90404","1,525,000","
2 bds
3 ba
1,813 sqft
",Santa Monica,CA,,
342,"3077 Middlefield Rd APT 203, Palo Alto,
													CA 94306","1,525,000","
3 bds
3 ba
1,574 sqft
",Palo Alto,CA,,
343,"124 Dunsmuir Way, Menlo Park, CA 94025
												","1,525,000","
2 bds
1 ba
1,010 sqft
",Menlo Park,CA,,
344,"2703 19th Ave S, Seattle, WA 98144
												","1,515,000","
4 bds
3 ba
2,955 sqft
",Seattle,WA,,
345,"5709 Northbrook Dr, Plano, TX 75093
												","1,500,000","
5 bds
5.2 ba
6,465 sqft
",Plano,TX,,
346,"1070 Colorado Pl, Palo Alto, CA 94303
												","1,500,000","
2 bds
3 ba
1,572 sqft
",Palo Alto,CA,,
347,"243 Monitor St, Brooklyn, NY 11222
												","1,500,000","
2 bds
1 ba
1,146 sqft
",Brooklyn,NY,,
348,"21835 NE 104th Pl, Redmond, WA 98053
												","1,500,000","
4 bds
3.25 ba
4,000 sqft
",Redmond,WA,,
349,"296 Waverley St, Palo Alto, CA 94301
												","1,499,888","
2 bds
2 ba
908 sqft
",Palo Alto,CA,,
350,"3171 W 11th St, Los Angeles, CA 90006","1,499,000","2 bds2 ba2,044 sqft",Los Angeles,CA,,
351,"1215 Orizaba Ave, Long Beach, CA 90804
												","1,499,000","
9 bds
9 ba
4,800 sqft
",Long Beach,CA,,
352,"806 Washington Ave, Santa Monica, CA
													90403","1,499,000","
2 bds
3 ba
1,568 sqft
",Santa Monica,CA,,
353,"535 Andover Dr, Burbank, CA 91504
												","1,499,000","
3 bds
3 ba
3,148 sqft
",Burbank,CA,,
354,"1653 New Brunswick Ave, Sunnyvale, CA
													94087","1,499,000","
3 bds
2 ba
1,144 sqft
",Sunnyvale,CA,,
355,"2561 Cropsey Ave, Brooklyn, NY 11214
												","1,499,000","
4 bds
-- ba
1,400 sqft
",Brooklyn,NY,,
356,"801 E 16th Ave, San Mateo, CA 94402
												","1,498,000","
3 bds
2 ba
1,530 sqft
",San Mateo,CA,,
357,"3641 Jefferson Ave, Redwood City, CA
													94062","1,498,000","
2 bds
3 ba
2,050 sqft
",Redwood City,CA,,
358,"210 E Cactus Wren Dr, Phoenix, AZ 85020
												","1,497,500","
5 bds
4.5 ba
4,900 sqft
",Phoenix,AZ,,
359,"588 Bell St UNIT 3105, Seattle, WA 98121
												","1,497,500","
2 bds
2 ba
1,269 sqft
",Seattle,WA,,
360,"1822 38th Ave, San Francisco, CA 94122","1,495,000","6 bds3 ba2,401 sqft",San Francisco,CA,,
361,"2 Mint Plz SUITE 1002, San Francisco, CA 94103","1,495,000","1 bd1 ba1,199 sqft",San Francisco,CA,,
362,"1964 Harmil Way, San Jose, CA 95125
												","1,495,000","
3 bds
2 ba
1,750 sqft
",San Jose,CA,,
363,"578 Walavista Ave, Oakland, CA 94610
												","1,495,000","
4 bds
2 ba
2,296 sqft
",Oakland,CA,,
364,"1803 16th St #D, Santa Monica, CA 90404
												","1,495,000","
3 bds
4 ba
1,480 sqft
",Santa Monica,CA,,
365,"201 Ocean Ave UNIT 803B, Santa Monica,
													CA 90402","1,495,000","
1 bd
1 ba
906 sqft
",Santa Monica,CA,,
366,"1367 Yukon Ter, Sunnyvale, CA 94087
												","1,495,000","
4 bds
3 ba
1,966 sqft
",Sunnyvale,CA,,
367,"17555 N 101st Way, Scottsdale, AZ 85255
												","1,495,000","
5 bds
3.5 ba
4,626 sqft
",Scottsdale,AZ,,
368,"1 Plan, Classics at North Fair Oaks
												","1,492,000","
3 bds
4 ba
1,668 sqft
",Sunnyvale,CA,,
369,"506 Sardinia Ter, Sunnyvale, CA
												","1,492,000","
3 bds
4 ba
1,668 sqft
",Sunnyvale,CA,,
370,"480 Lotus Ln, Mountain View, CA 94043
												","1,488,000","
3 bds
3 ba
1,468 sqft
",Mountain View,CA,,
371,"148 Senator St, Brooklyn, NY 11220
												","1,488,000","
4 bds
3 ba
2,348 sqft
",Brooklyn,NY,,
372,"Bayshore Plan, One Lawrence Station
												","1,482,995","
4 bds
4 ba
1,940 sqft
",Santa Clara,CA,,
373,"4535 E Calle Tuberia, Phoenix, AZ 85018
												","1,480,000","
4 bds
3 ba
3,244 sqft
",Phoenix,AZ,,
374,"4242 Bakman Ave, North Hollywood, CA 91602","1,475,000","3 bds3 ba2,139 sqft",Los Angeles,CA,,
375,"102 Skipjack Ln, Foster City, CA 94404
												","1,475,000","
3 bds
3 ba
1,860 sqft
",Foster City,CA,,
376,"Plan 2 Plan, Waverly","1,467,900","
4 bds
3 ba
1,734 sqft
",Mountain View,CA,,
377,"Plan 3 Plan, Link 33","1,466,000","
3 bds
3 ba
1,648 sqft
",Redwood City,CA,,
378,"223 Evelyn Way, San Francisco, CA 94127","1,465,000","3 bds2 ba1,622 sqft",San Francisco,CA,,
379,"131 W Palm Ave, El Segundo, CA 90245
												","1,459,000","
4 bds
3 ba
1,902 sqft
",El-Segundo,CA,,
380,"629 Portofino Ln, Foster City, CA 94404
												","1,450,000","
3 bds
3 ba
2,140 sqft
",Foster City,CA,,
381,"Plan 3 Plan, Santorini","1,450,000","
4 bds
4 ba
1,866 sqft
",Sunnyvale,CA,,
382,"Marquetta Plan 1 Plan, Montecito
												","1,450,000","
2 bds
3 ba
1,406 sqft
",Mountain View,CA,,
383,"2008 Montecito Ave, Mountain View, CA
													94043","1,450,000","
2 bds
3 ba
1,407 sqft
",Mountain View,CA,,
384,"21858 NE 104th Pl, Redmond, WA 98053
												","1,450,000","
4 bds
3 ba
3,840 sqft
",Redmond,WA,,
385,"35 Old Field Ln, Great Neck, NY 11020
												","1,449,000","
4 bds
4 ba
3,032 sqft
",Lake Success,NY,,
386,"643 29th Ave, San Mateo, CA 94403
												","1,438,000","
2 bds
2 ba
1,060 sqft
",San Mateo,CA,,
387,"437 Burns Ln, San Mateo, CA 94403
												","1,425,000","
2 bds
3 ba
1,350 sqft
",San Mateo,CA,,
388,"19529 N 101st St, Scottsdale, AZ 85255
												","1,425,000","
4 bds
3.5 ba
4,121 sqft
",Scottsdale,AZ,,
389,"16900 NE 84th Ct, Redmond, WA 98052
												","1,425,000","
5 bds
4 ba
3,490 sqft
",Redmond,WA,,
390,"Plan 1 Plan, Prism","1,416,000","
3 bds
4 ba
1,473 sqft
",Sunnyvale,CA,,
391,"7180 E Kierland Blvd #1209, Scottsdale,
													AZ","1,405,000","
2 bds
2 ba
1,509 sqft
",Scottsdale,AZ,,
392,"423 Atlantic Ave APT 2E, Brooklyn, NY 11217","1,400,000","1 bd2 ba1,300 sqft",New York,NY,,
393,"8149 Santa Monica Blvd #320, West Hollywood, CA 90046","1,400,000",4.3 acres lot,Los Angeles,CA,,
394,"476 Los Pinos Way, San Jose, CA 95123
												","1,400,000","
4 bds
3 ba
2,232 sqft
",San Jose,CA,,
395,"1833 11th St #106, Santa Monica, CA
													90404","1,400,000","
3 bds
3 ba
1,952 sqft
",Santa Monica,CA,,
396,"423 Atlantic Ave APT 2E, Brooklyn, NY
													11217","1,400,000","
1 bd
2 ba
1,300 sqft
",Brooklyn,NY,,
397,"339 Rosemont St, La Jolla, CA 92037
												","1,399,000","
2 bds
2 ba
1,010 sqft
",San Diego,CA,,
398,"609 Ashland Ave #3, Santa Monica, CA
													90405","1,399,000","
2 bds
3 ba
1,362 sqft
",Santa Monica,CA,,
399,"1134 Blackberry Ter, Sunnyvale, CA 94087
												","1,399,000","
3 bds
2 ba
1,374 sqft
",Sunnyvale,CA,,
400,"236 Hull St, Brooklyn, NY 11233
												","1,399,000","
10 bds
4 ba
3,480 sqft
",Brooklyn,NY,,
401,"2214 Bermuda Dr, San Mateo, CA 94403
												","1,398,888","
3 bds
2 ba
1,320 sqft
",San Mateo,CA,,
402,"950 Harrison St UNIT 101, San Francisco, CA 94107","1,395,000","3 bds2 ba1,642 sqft",San Francisco,CA,,
403,"65 Carver St, San Francisco, CA 94110","1,395,000",3 bds2 ba980 sqft,San Francisco,CA,,
404,"4548 Farmdale Ave, North Hollywood, CA 91602","1,395,000","3 bds2 ba1,740 sqft",Los Angeles,CA,,
405,"417 NE 63rd St, Seattle, WA 98115
												","1,395,000","
3 bds
4 ba
2,660 sqft
",Seattle,WA,,
406,"3027 San Juan Ave, Santa Clara, CA 95051
												","1,395,000","
3 bds
2 ba
1,095 sqft
",Santa Clara,CA,,
407,"17187 NE 117th St, Redmond, WA 98052
												","1,395,000","
5 bds
3 ba
3,220 sqft
",Redmond,WA,,
408,"Residence D- Avery 1 Plan, Foster Square
												","1,390,880","
3 bds
3 ba
1,756 sqft
",Foster City,CA,,
409,"Plan 3 Live/Work Plan, Catalina
												","1,389,000","
3 bds
4 ba
1,950 sqft
",Santa Clara,CA,,
410,"2838 Catalino St, San Mateo, CA 94403
												","1,388,000","
2 bds
3 ba
1,430 sqft
",San Mateo,CA,,
411,"411 N Kingston St, San Mateo, CA 94401
												","1,388,000","
3 bds
2 ba
1,754 sqft
",San Mateo,CA,,
412,"246 San Carlos Ave, Redwood City, CA
													94061","1,379,000","
2 bds
2 ba
1,070 sqft
",Redwood City,CA,,
413,"812 Palm Ave, Redwood City, CA 94061
												","1,378,000","
3 bds
3 ba
1,760 sqft
",Redwood City,CA,,
414,"13585 Adair Creek Way NE, Redmond, WA
													98053","1,375,000","
3 bds
4 ba
3,535 sqft
",Redmond,WA,,
415,"Residence B- Avery 1 Plan, Foster Square
												","1,373,880","
2 bds
2 ba
1,740 sqft
",Foster City,CA,,
